,Drug1_ID,Drug1_SMILES
72,6847.0,CN1CCC[C@@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
73,3196.0,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O
74,8260.0,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
75,5652.0,O=C(O)c1ccccc1NC1CCCCC1
76,8031.0,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
77,6717.0,[Gd+3]
78,2988.0,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1
79,1428.0,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
80,DB00708,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
81,DB09083,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2
82,DB00986,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
83,DB11181,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2
84,DB00437,O=c1ncnc2[nH][nH]cc1-2
85,DB00584,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
86,2649.0,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1
87,8425.0,N[C@@H](CS[As](O)O)C(=O)O
88,8762.0,OC[C@H]1O[C@@H](N=C(O)N=C(O)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
89,6531.0,O=Cc1ccccc1O[P@@](=O)(O)OCc1ccccc1
90,DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
91,DB08867,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
92,DB01067,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
93,DB06335,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
94,681.0,CC(C)O[PH](=O)OC(C)C
95,1514.0,CCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC
96,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
97,DB00991,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
98,DB03619,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
99,DB00307,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
100,DB00539,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
101,5952.0,O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1
102,2829.0,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1
103,5221.0,CN(C)/C(N)=N/CCC[C@H](N)C(=O)O
104,3113.0,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1
105,9280.0,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
106,749.0,CC(CCCCCCCCCCCCc1ccc([123I])cc1)CC(=O)O
107,1485.0,C=Cc1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe]31n3c(c(C)c(CC)c3C=2)C=c2c(C)c(CCC(=O)O)c(n21)=C4
108,5923.0,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl
109,DB00281,CCN(CC)CC(=O)Nc1c(C)cccc1C
110,DB00737,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
111,DB01278,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O
112,DB00359,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
113,7867.0,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
114,8454.0,CC(C)(C)C(=O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCO
115,DB00674,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
116,DB00834,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
117,5188.0,N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)O)C(=O)O
118,7354.0,CC(O)=N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
119,2967.0,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
120,7891.0,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
121,5975.0,O=C1CCC/C=C\CCOC(=O)c2c(O)cc(O)c(Cl)c2C1
122,8259.0,C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
123,4036.0,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
124,1505.0,CCc1ccccc1N=C(O)Oc1ccc2c(c1)C1(C)CC[N+](C)([O-])C1N2C
125,DB00343,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
126,DB01354,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
127,4750.0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
128,947.0,Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1Cl
129,2949.0,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1
130,1973.0,CCCS(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1
131,3106.0,COC(=O)CCNC(=O)c1cc(-c2ccc(F)cc2F)cc(I)c1O
132,8413.0,CC(=O)SC[C@H](N)C(=O)O
133,7369.0,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1N=C(C)O
134,2065.0,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21
135,DB00871,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
136,DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
137,DB00521,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
138,DB00975,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
139,8219.0,CC(C)[C@H]1CC[C@H](C(O)=N[C@H](Cc2ccccc2)C(=O)O)CC1
140,7683.0,OC[C@H]1O[C@@H](S[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
141,DB00387,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
142,DB00850,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
143,DB00413,CCCN[C@H]1CCc2nc(N)sc2C1
144,DB00557,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
145,9399.0,CCOC/C=C/c1ccc(-c2nc(-c3ccc(NC(C)C)cc3)c(-c3ccc(NC(C)C)cc3)[nH]2)cc1
146,7378.0,O=P(O)(O)OC[C@@H](O)[C@@H](O)C(O)=NO
147,5895.0,C[N+](C)(C)CC(=O)[O-].OC(O)C(Cl)(Cl)Cl
148,3323.0,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1
149,DB00368,NC[C@H](O)c1ccc(O)c(O)c1
150,DB00816,CC(C)NCC(O)c1cc(O)cc(O)c1
151,6598.0,[81Kr]
152,7610.0,COC(=O)[C@@]1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)C[C@@H]1C(=O)NO
153,DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1
154,DB00732,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
155,DB00843,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
156,4979.0,NCCc1ccn[nH]1
157,3628.0,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
158,DB00258,CC(=O)[O-].CC(=O)[O-].[Ca+2]
159,DB00595,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
160,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
161,DB00687,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
162,DB01264,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
163,4112.0,C[S@@+]([O-])CCCCN=C=S
164,1587.0,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC
165,DB00277,Cn1c(=O)c2[nH]cnc2n(C)c1=O
166,DB01356,[Li+]
167,2556.0,CN(C)CCc1c[nH]c2ccc(O)cc12
168,1447.0,CCC1(CC)C(=O)NC(=O)NC1=O
169,5354.0,O=C1CC[C@H](NC(=O)Cc2ccccc2)C(=O)N1
170,1751.0,CCCCCCCCCCCC[N+](C)(C)[O-]
171,DB00268,CCCN(CCC)CCc1cccc2c1CC(=O)N2
172,DB04953,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
173,DB01168,CNNCc1ccc(C(=O)NC(C)C)cc1
174,DB01239,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
175,7202.0,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
176,2873.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
177,DB08883,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
178,DB00246,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
179,DB04876,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
180,1660.0,CCCCCCCCc1ccc2n1[B-](F)(F)[N+]1=C(CCCCC(=O)O)C=CC1=C2
181,2404.0,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
182,DB00159,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
183,DB01175,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
184,DB00628,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
185,DB01403,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
186,5472.0,O=CCC=O
187,5034.0,NCCO
188,8320.0,N[C@@H](Cc1cccc2ccccc12)C(=O)O
189,3645.0,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl
190,DB00741,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
191,DB08882,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
192,8044.0,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
193,5580.0,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
194,DB00765,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
195,DB01621,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
196,DB00648,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
197,DB00502,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
198,DB01149,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
199,1085.0,Cc1cc(/C=C/c2ccccc2)cc(C)c1O
200,7915.0,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
201,7589.0,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O
202,8891.0,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1[O-]
203,6022.0,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1
204,2206.0,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1
205,DB00852,CN[C@@H](C)[C@@H](O)c1ccccc1
206,DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
207,DB01184,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
208,8019.0,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69
209,5444.0,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
210,DB01030,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
211,DB08820,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
212,8666.0,O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
213,6289.0,OC[C@H]1O[C@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@@H](O)[C@@H](O)[C@@H]1O
214,5308.0,N[C@]1(C(=O)O)C[C@@H]([18F])C1
215,2090.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
216,DB01111,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)[O-])NC1=O)C(C)O
217,DB06696,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
218,DB01215,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
219,8053.0,C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H]([NH3+])c4cc(O)c(c(Cl)c4)O[C@@H]4c5ccc3cc5C3=CC=C[C@@]34O[C@@H]3OC(C)(C)[C@@H](N(C)C)[C@@H](O)[C@H]3O)c2N=C1O
220,8089.0,CC(C)[C@@H](c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O
221,4657.0,NC(=O)O
222,6186.0,OCCOc1ccccc1-c1ccc(F)c(F)c1F
223,DB00470,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
224,DB01232,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
225,DB00196,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
226,DB00475,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
227,5307.0,N[C@](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(C(=O)NO)C(F)(F)F
228,4920.0,NC1=NCC(c2ccccc2)O1
229,DB00668,CNC[C@H](O)c1ccc(O)c(O)c1
230,DB00945,CC(=O)Oc1ccccc1C(=O)O
